DATE,TRANSACTION ID,DESCRIPTION,QUANTITY,SYMBOL,PRICE,COMMISSION,AMOUNT,REG FEE,SHORT-TERM RDM FEE,FUND REDEMPTION FEE, DEFERRED SALES CHARGE
01/31/2018,2860831070,MISCELLANEOUS JOURNAL ENTRY,,,,,0.00,,,,
01/30/2018,2860573087,MISCELLANEOUS JOURNAL ENTRY,,,,,-1644.99,,,,
01/26/2018,2786048601,Sold 29 SBUX @ 56.8955,29,SBUX,56.8955,4.95,1644.99,,,,
01/25/2018,2785940637,REDEMPTION (O),1,O,,,0.00,,,,
01/25/2018,2785940629,REDEMPTION (O),1,O,,,0.00,,,,
01/23/2018,2784927110,Bought 1 O @ 54.3445,1,O,54.3445,,-54.34,,,,
01/23/2018,2784927100,REDEMPTION (O),1,O,,,0.00,,,,
01/23/2018,2784927058,REDEMPTION (O),1,O,,,0.00,,,,
01/17/2018,2782954870,REDEMPTION (HCN),1,HCN,,,0.00,,,,
01/17/2018,2782954862,REDEMPTION (HCN),1,HCN,,,0.00,,,,
01/16/2018,2783420606,MISCELLANEOUS JOURNAL ENTRY (MKC),,MKC,,,-5.72,,,,
01/16/2018,2783420590,ORDINARY DIVIDEND (MKC),,MKC,,,5.72,,,,
01/16/2018,2782348786,MISCELLANEOUS JOURNAL ENTRY (SRE),,SRE,,,15.63,,,,
01/16/2018,2782348782,MISCELLANEOUS JOURNAL ENTRY (MKC),,MKC,,,5.72,,,,
01/16/2018,2782348778,MISCELLANEOUS JOURNAL ENTRY (SRE),,SRE,,,-15.63,,,,
01/16/2018,2782348774,ORDINARY DIVIDEND (SRE),,SRE,,,15.63,,,,
01/12/2018,2782695556,Bought 1 HCN @ 59.0195,1,HCN,59.0195,,-59.02,,,,
01/12/2018,2782695546,REDEMPTION (HCN),1,HCN,,,0.00,,,,
01/12/2018,2782695528,MISCELLANEOUS JOURNAL ENTRY (O),,O,,,5.95,,,,
01/12/2018,2782695516,REDEMPTION (HCN),1,HCN,,,0.00,,,,
01/12/2018,2782695502,MISCELLANEOUS JOURNAL ENTRY (O),,O,,,-5.95,,,,
01/12/2018,2782695488,ORDINARY DIVIDEND (O),,O,,,5.95,,,,
01/11/2018,2782485964,REDEMPTION (O),1,O,,,0.00,,,,
01/11/2018,2782480494,MISCELLANEOUS JOURNAL ENTRY (PM),,PM,,,32.10,,,,
01/11/2018,2782480486,REDEMPTION (O),1,O,,,0.00,,,,
01/11/2018,2782480480,MISCELLANEOUS JOURNAL ENTRY (PM),,PM,,,-32.10,,,,
01/11/2018,2782480466,ORDINARY DIVIDEND (PM),,PM,,,32.10,,,,
01/10/2018,2786846858,MISCELLANEOUS JOURNAL ENTRY (MO),,MO,,,29.70,,,,
01/10/2018,2786846850,MISCELLANEOUS JOURNAL ENTRY (MO),,MO,,,-29.70,,,,
01/10/2018,2786846843,ORDINARY DIVIDEND (MO),,MO,,,29.70,,,,
01/09/2018,2789614769,Bought 1 O @ 54.7299,1,O,54.7299,,-54.73,,,,
01/09/2018,2789614762,REDEMPTION (O),1,O,,,0.00,,,,
01/09/2018,2789614753,REDEMPTION (O),1,O,,,0.00,,,,
01/02/2018,2785432912,MISCELLANEOUS JOURNAL ENTRY (NKE),,NKE,,,-4.00,,,,
01/02/2018,2785432906,ORDINARY DIVIDEND (NKE),,NKE,,,4.00,,,,
01/02/2018,2785432890,MISCELLANEOUS JOURNAL ENTRY (GPC),,GPC,,,-16.20,,,,
01/02/2018,2785432878,ORDINARY DIVIDEND (GPC),,GPC,,,16.20,,,,
01/02/2018,2785432872,MISCELLANEOUS JOURNAL ENTRY (ADP),,ADP,,,-5.67,,,,
01/02/2018,2785432860,ORDINARY DIVIDEND (ADP),,ADP,,,5.67,,,,
01/02/2018,2784200402,MISCELLANEOUS JOURNAL ENTRY (NKE),,NKE,,,4.00,,,,
01/02/2018,2784200394,MISCELLANEOUS JOURNAL ENTRY (GPC),,GPC,,,16.20,,,,
01/02/2018,2784200384,MISCELLANEOUS JOURNAL ENTRY (ADP),,ADP,,,5.67,,,,
***END OF FILE***
